web_scraper_order,web_scraper_start_url,name,category_link,name_divi,divi_link,description_divi,divi_title,pakket_divi,categories_divi
"1765314544-136","https://indiveo.nl/specialismen-zorg","Oogheelkunde","https://indiveo.nl/themas/oogheelkunde/","Glaucoom","https://indiveo.nl/divis/glaucoom/","Glaucoom is een verzameling van oogziekten die de oogzenuw kunnen beschadigen. Vaak komt deze beschadiging door een hoge druk in het oog. Wanneer de afvoer van het oog niet goed werkt, kan kamerwater het oog niet goed verlaten. Daardoor stijgt de druk in de oogbol. Door de hoge oogdruk kan de oogzenuw beschadigd raken en langzaam afsterven. Patiënten met glaucoom kunnen daardoor slechter gaan zien.



In deze Divi krijgt de patiënt uitleg over het ziektebeeld glaucoom. Daarnaast worden diverse behandelmogelijkheden besproken.","Glaucoom","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oogheelkunde"
"1765314545-137","https://indiveo.nl/specialismen-zorg","Oogheelkunde","https://indiveo.nl/themas/oogheelkunde/","FAG-onderzoek","https://indiveo.nl/divis/fag-onderzoek/","In deze Divi krijgt de patiënt uitleg over het FAG-onderzoek (Fluorescentie Angiografie). De patiënt ziet hoe met een speciale kleurstof en een camera foto’s worden gemaakt van de bloedvaten in het netvlies. Er is aandacht voor de voorbereiding, het verloop van het onderzoek, de mogelijke bijwerkingen van de kleurstof en wat de patiënt na afloop kan verwachten.

De patiënt wordt geïnformeerd door middel van tekst, illustratie en animatie.","FAG-onderzoek","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oogheelkunde"
"1765314548-138","https://indiveo.nl/specialismen-zorg","Oogheelkunde","https://indiveo.nl/themas/oogheelkunde/","Diabetische retinopathie","https://indiveo.nl/divis/diabetische-retinopathie/","De patiënt heeft diabetische retinopathie. Dit is een oogziekte die kan ontstaan door diabetes. De aandoening kan het gezichtsvermogen beïnvloeden. De patiënt krijgt uitleg over wat diabetische retinopathie is en welke behandelmogelijkheden er zijn. De patiënt wordt geïnformeerd door middel van tekst, animatie en illustraties.","Diabetische retinopathie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oogheelkunde"
"1765314550-139","https://indiveo.nl/specialismen-zorg","Oogheelkunde","https://indiveo.nl/themas/oogheelkunde/","Behandeling met Intravitreale Injecties (IVI)","https://indiveo.nl/divis/behandeling-met-intravitreale-injecties-ivi/","De patiënt heef een ziekte aan het netvlies en krijgt daarvoor een intravitreale injectie. Dit is een medicijn voor het oog. In deze Divi wordt uitgelegd hoe deze behandeling verloopt. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Behandeling met Intravitreale Injecties (IVI)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oogheelkunde"
"1765314553-140","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Ziek zijn en seksualiteit","https://indiveo.nl/divis/ziek-zijn-en-seksualiteit/","Ziek zijn kan leiden tot fysieke en emotionele veranderingen in het lichaam. Het is normaal om je ongemakkelijk te voelen en vragen te hebben over seks. Veel mensen worstelen hiermee, maar je bent niet alleen. Het is nodig om te begrijpen dat het oké is om hulp te zoeken en vragen te stellen.



Met deze Divi bieden we een veilige en informatieve plek waar patiënten ondersteuning en begrip kunnen vinden. Of je nu een patiënt, een partner of een naaste bent. Ook help je zorgverleners met deze Divi. We begrijpen dat het voor zorgverleners niet altijd gemakkelijk is om dit onderwerp aan te snijden. Door een patiënt voor de afspraak te informeren over het onderwerp, hopen we het gesprek over seksualiteit en intimiteit te vergemakkelijken. Zo kun je uiteindelijk de beste ondersteuning en zorg bieden.","Ziek zijn en seksualiteit","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314555-141","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Wait-and-see bij Chronische Lymfatische Leukemie","https://indiveo.nl/divis/wait-and-see-bij-chronische-lymfatische-leukemie/","Het ""wait and see""-beleid bij CLL (chronische lymfatische leukemie) houdt in dat er wordt gewacht met behandeling totdat klachten of symptomen optreden. Dit beleid wordt toegepast omdat CLL vaak een langzaam verloop heeft en behandeling in vroege stadia meestal geen voordelen biedt. Tijdens deze periode wordt uw gezondheid regelmatig gecontroleerd om veranderingen in de ziekte op tijd te signaleren. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animaties.","Wait-and-see bij Chronische Lymfatische Leukemie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314557-142","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Uw kind begeleiden als u kanker heeft","https://indiveo.nl/divis/uw-kind-begeleiden-als-u-kanker-heeft/","In deze Divi krijgt de patiënt uitleg over hoe hij of zij het kind kan begeleiden wanneer de ouder kanker heeft. De patiënt leert waarom het belangrijk is om eerlijk met het kind te praten, ook al is dat moeilijk. Er worden tips gegeven om het kind op een passende manier te informeren en te helpen omgaan met emoties en veranderingen in het gezin.

De patiënt wordt geïnformeerd door middel van tekst, illustratie en animatie.","Uw kind begeleiden als u kanker heeft","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Algemeen, Oncologie"
"1765314559-143","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Stereotactisch biopt (mammabiopsie)","https://indiveo.nl/divis/stereotactisch-biopt-mammabiopsie/","Tijdens een stereotactisch biopt, ook wel een mammabiopsie genoemd, worden een aantal kleine stukjes weefsel uit de borst gehaald. Dit weefsel wordt vervolgens in het laboratorium onderzocht om te beoordelen of er sprake is van borstkanker of een voorstadium van borstkanker. 



De patiënt krijgt in deze Divi uitleg over het verloop van de mammabiopsie. Stap voor stap wordt uitgelegd hoe de biopsie wordt genomen. Daarnaast wordt in de Divi uitgelegd hoe de voorbereiding op dit onderzoek eruit ziet. Tot slot biedt deze Divi verdiepende informatie waarin de patiënt uitleg krijgt over het weefselonderzoek dat na afloop in het laboratorium plaatsvindt.","Stereotactisch biopt (mammabiopsie)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314562-144","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Stamcelafname","https://indiveo.nl/divis/stamcelafname/","In deze Divi leert de patiënt over stamcellen, hoe ze worden afgenomen en waarom.



Een video laat zien wat stamcellen zijn en wat hun functie is. Ook krijgen ze een video over stamcelafname.



Dit helpt patiënten beter te begrijpen wat stamcelafname is en waarom ze deze behandeling krijgen.","Stamcelafname","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314563-145","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Schildwachtklierprocedure","https://indiveo.nl/divis/schildwachtklierprocedure/","Bij een kwaadaardige tumor in de borst, kunnen er kankercellen uitzaaien naar de lymfeklieren. De schildwachtklier zit in de oksel en is de eerste klier waar uitzaaiingen van de tumor terecht komen. De schildwachtklierprocedure is een methode om bij borstkanker eventuele uitzaaiingen van kwaadaardige kankercellen in de oksellymfeklieren op te sporen. 



In de Divi wordt uitgelegd hoe deze procedure precies verloopt en met welke technieken de schildwachtklier gevonden wordt. Deze technieken worden in de Divi uitgebreid aan de patiënt uitgelegd. In de Divi wordt daarbij ook uitgelegd wat de voorbereiding en de nazorg voor de schildwachtklierprocedure inhoudt.","Schildwachtklierprocedure","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314566-146","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Robotoperatie bij kanker","https://indiveo.nl/divis/robotoperatie-bij-kanker/","In deze Divi krijgt de patiënt informatie over een robotoperatie bij kanker. Bij een robotoperatie gebruikt de arts de Da Vinci-robot om tumoren te verwijderen. Hierdoor kan de arts heel nauwkeurig werken. De kleine sneetjes zorgen voor minder pijn en een sneller herstel. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","Robotoperatie bij kanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314567-147","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Radiotherapie","https://indiveo.nl/divis/radiotherapie/","Radiotherapie is een behandeling van kanker door middel van straling en wordt daarom ook wel bestraling genoemd. De bestraling wordt gegeven op het deel van het lichaam waar kanker zit. Het doel is om de kankercellen met straling te beschadigen, zodat deze zich niet meer kunnen delen en afsterven. Daardoor kan de tumor kleiner worden. 



Aan de hand van een animatie wordt uitgelegd wat radiotherapie is en wat er met de cellen gebeurt bij bestraling. Ook wordt er aandacht besteed aan de voorbereiding, het bestralingsplan en de bijwerkingen die patiënten kunnen krijgen. Tot slot wordt er in deze Divi meer informatie gegeven over het leven met kanker. Het is mogelijk om de patiënten vanuit deze Divi door te verwijzen naar betrouwbare websites met informatie over radiotherapie.","Radiotherapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Longziekten, Oncologie"
"1765314570-148","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","R-CHOP bij non-hodgkin","https://indiveo.nl/divis/r-chop-bij-non-hodgkin/","De patiënt heeft non-hodgkinlymfoom. Dit is een soort lymfeklierkanker. De patiënt krijgt een R-CHOP-behandeling. Deze chemotherapiebehandeling werkt goed tegen dit soort lymfeklierkanker. De kuur bestaat uit verschillende medicijnen. Deze medicijnen werken samen door de groei van kankercellen op te ruimen, af te remmen of te stoppen. De patiënt wordt geïnformeerd door middel van tekst, illustraties en animatie.","R-CHOP bij non-hodgkin","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314571-149","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Operatie aan de alvleesklierstaart","https://indiveo.nl/divis/operatie-aan-de-alvleesklierstaart/","De alvleesklierstaartoperatie is een grote operatie aan de alvleesklier. Met de operatie haalt de zorgverlener tumoren, cysten of ontstekingen in de alvleesklier weg.



In deze Divi krijgen patiënten informatie over de voorbereiding, de operatie en de nazorg.","Operatie aan de alvleesklierstaart","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Oncologie"
"1765314573-150","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Operatie aan de alvleesklier (PPPD en Whipple)","https://indiveo.nl/divis/operatie-aan-de-alvleesklier-pppd-en-whipple/","De PPPD-operatie en Whipple operatie zijn chirurgische ingrepen die gericht zijn op de alvleesklier. Ze worden uitgevoerd voor verschillende aandoeningen, waaronder alvleesklierkanker, kanker van de papil van Vater, galwegkanker, kanker van de twaalfvingerige darm (duodenum), cysten en ontstekingen.



In deze Divi krijgen patiënten informatie over de voorbereiding, de PPPD-operatie, de Whipple operatie en de nazorg.","Operatie aan de alvleesklier (PPPD en Whipple)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Oncologie"
"1765314576-151","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Okselklieroperatie","https://indiveo.nl/divis/okselklieroperatie/","De okselklieroperatie wordt uitgevoerd wanneer er uitzaaiingen zijn gevonden in de okselklieren. Tijdens de operatie haalt een chirurg de lymfeklieren in de oksel weg. De operatie heet ook wel een okselkliertoilet of okselklierdissectie.



De Divi voorziet patiënten van informatie over de operatie, inclusief de voorbereiding en het herstel achteraf. De Divi behandelt tevens de leefregels, mogelijke complicaties en bijwerkingen. Afsluitend ontvangen patiënten uitleg over lymfoedeem en preventieve maatregelen om dit te voorkomen.","Okselklieroperatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Oncologie"
"1765314577-152","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Nazorg na kanker","https://indiveo.nl/divis/nazorg-na-kanker/","De diagnose kanker en de behandelingen ervan kunnen invloed hebben op het dagelijks leven van een patiënt. Na de behandeling wilt een patiënt graag weer verder met zijn of haar leven leven. Dat is niet altijd makkelijk. Iemand kan bijvoorbeeld problemen hebben met het lichaam, werk of de relatie. Zorgverleners denken graag mee in het herstel. 



In deze Divi krijgen patiënten informatie over de uitdagingen van het herstelproces na een kanker. Patiënten krijgen advies over een gezonde levensstijl met voldoende beweging en goede voeding. Daarnaast benadrukt de Divi het belang van professionele ondersteuning bij het herstel.","Nazorg na kanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314579-153","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Longkanker","https://indiveo.nl/divis/longkanker/","Longkanker is een vorm van kanker die ontstaat in de longen. De ziekte kan verschillende oorzaken hebben. Patiënten en naasten krijgen in deze Divi uitleg over wat longkanker is, wat de verschillende oorzaken kunnen zijn en hoe de kanker onderzocht wordt. Daarnaast wordt aan de patiënt uitleg gegeven over de verschillende soorten en stadia van longkanker.



Het krijgen van de diagnose kanker heeft vaak veel impact op de patiënt. Daarom wordt er in deze Divi ook aandacht besteed aan het leven met kanker. De patiënt wordt daarnaast doorverwezen naar betrouwbare aanvullende informatie over longkanker.","Longkanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longziekten, Oncologie"
"1765314582-154","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Kanker, seksualiteit en intimiteit","https://indiveo.nl/divis/kanker-seksualiteit-en-intimiteit/","Kanker kan leiden tot fysieke en emotionele veranderingen in het lichaam. Het is normaal om je ongemakkelijk te voelen en vragen te hebben over seks. Veel mensen worstelen hiermee, maar je bent niet alleen. Het is nodig om te begrijpen dat het oké is om hulp te zoeken en vragen te stellen.



Met deze Divi bieden we een veilige en informatieve plek waar patiënten ondersteuning en begrip kunnen vinden. Of je nu een patiënt, een partner of een naaste bent. Ook help je zorgverleners met deze Divi. We begrijpen dat het voor zorgverleners niet altijd gemakkelijk is om dit onderwerp aan te snijden. Door een patiënt voor de afspraak te informeren over het onderwerp, hopen we het gesprek over seksualiteit en intimiteit te vergemakkelijken. Zo kun je uiteindelijk de beste ondersteuning en zorg bieden.","Kanker, seksualiteit en intimiteit","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Longgeneeskunde, Longkanker, Longziekten, Oncologie"
"1765314584-155","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Kanker","https://indiveo.nl/divis/kanker/","Wat is kanker precies? Het lichaam bestaat uit miljoenen cellen. Als de cellen zich ongecontroleerd gaan delen en dit niet door het lichaam wordt opgeruimd, kan er kanker ontstaan. Aan de hand van de metafoor van onkruid dat zich verspreid door een bloeiende tuin krijgt de patiënt uitleg over wat kanker is en hoe dit zich door het lichaam kan verspreiden.



Leven met kanker heeft vaak gevolgen voor de kwaliteit van het leven van de patiënt. Naast informatie over wat kanker is, krijgt de patiënt daarom informatie over het leven met kanker. Ook wordt de patiënt doorverwezen naar betrouwbare websites over kanker.","Kanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314586-156","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Immunotherapie","https://indiveo.nl/divis/immunotherapie/","Iedereen heeft een immuunsysteem. Het immuunsysteem beschermt ons lichaam tegen indringers, zoals virussen en bacteriën. Ook kan het immuunsysteem de strijd aangaan met kankercellen. Bij immunotherapie krijgt de patiënt medicijnen om de werking van uw immuunsysteem te versterken. Daardoor kan het immuunsysteem de kankercellen herkennen, opruimen en vernietigen.



In de Divi Immunotherapie wordt uitgelegd wat immunotherapie is en hoe een traject met immunotherapie eruit kan zien. Daarnaast wordt aan de patiënt uitgelegd welke bijwerkingen een behandeling met immunotherapie kan geven. Na het zien van deze Divi weet de patiënt wat immunotherapie is en wat de voorbereiding op een kuur inhoudt.","Immunotherapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Longziekten, Oncologie"
"1765314588-157","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Hormonale (endocriene) therapie","https://indiveo.nl/divis/hormonale-endocriene-therapie/","De Divi Hormonale (endocriene) therapie legt uit wat hormonale therapie is, bij welke vormen van kanker deze wordt gebruikt en hoe de behandeling werkt. Hormonale therapie beïnvloedt de hormonen in het lichaam en kan helpen om de groei van kankercellen te remmen. De Divi geeft informatie over de werking, verwachtingen en het leven met kanker. Dit wordt duidelijk uitgelegd met tekst, illustraties en animatie.","Hormonale (endocriene) therapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314589-158","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Hoofdhuidkoeling bij chemotherapie (coldcap)","https://indiveo.nl/divis/hoofdhuidkoeling-bij-chemotherapie-coldcap/","Hoofdhuidkoeling of haarkoeling is een methode om haaruitval bij sommige soorten chemotherapie te voorkomen. Bij hoofdhuidkoeling wordt tijdens de chemotherapie de hoofdhuid gekoeld door een koud kap, ook wel een coldcap genoemd. 



In deze Divi wordt in een animatie aan de patiënt uitgelegd wat een coldcap is en hoe dit precies werkt. Daarnaast wordt er ook aandacht besteed aan veelgestelde vragen. De Divi kan een patiënt helpen bij het maken van een keuze over een behandeling met de coldcap.","Hoofdhuidkoeling bij chemotherapie (coldcap)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314592-159","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Goedaardige borstafwijkingen","https://indiveo.nl/divis/goedaardige-borstafwijkingen/","Niet iedere borst is hetzelfde. Iedere borst kan een andere vorm of grootte hebben. Dit is heel normaal. Als er een zwelling (verdikking of bult) in de borst zit, kan dat even schrikken zijn. Het hoeft niet meteen te betekenen dat dit borstkanker is.



In deze Divi worden verschillende goedaardige borstafwijkingen uitgelegd.","Goedaardige borstafwijkingen","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314594-160","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","eNose onderzoek","https://indiveo.nl/divis/enose-onderzoek/","De eNose, oftewel de elektronische neus, is een geavanceerd apparaat dat getraind is om ziekten te detecteren aan de hand van geur. Een van de voornaamste toepassingen van de eNose is het opsporen van longkanker. Daarom kan de Divi worden ingezet voor de screening en diagnose van deze aandoening. Het apparaat analyseert de uitgeademde lucht van patiënten en bepaalt vervolgens of zij een hoog of laag risico op longkanker hebben.","eNose onderzoek","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Longkanker, Longziekten, Oncologie"
"1765314596-161","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Doelgerichte therapie","https://indiveo.nl/divis/doelgerichte-therapie/","Doelgerichte therapie is een behandeling bij kanker. Deze behandeling richt zich op het bestrijden van kanker door kankercellen te doden of de celdeling van kankercellen te remmen. Omdat de behandeling zich met name richten op de kankercellen, brengt de behandeling meestal minder schade toe aan gezond en omliggend weefsel. Meestal wordt doelgerichte therapie gegeven in combinatie met een andere therapie.



In deze Divi krijgt de patiënt uitleg over de werking, het toedienen en de verschillende vormen van doelgerichte therapie. Ook wordt de voorbereiding en de nazorg besproken. Tot slot wordt er in de Divi ook aandacht besteed aan het leven met kanker.","Doelgerichte therapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Longziekten, Oncologie"
"1765314597-162","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","DCIS (Ductaal Carcinoma In Situ)","https://indiveo.nl/divis/dcis-ductaal-carcinoma-in-situ/","DCIS staat voor Ductaal Carcinoma In Situ, een voorstadium van borstkanker. DCIS wordt vaak opgespoord via het borstonderzoek. In deze Divi leest u meer over DCIS en de behandeling van deze ziekte. Ook krijgt u meer informatie over de verschillende gradaties waarin DCIS voor kan komen. Tot slot leest u over hulp en ondersteuning die u kunt krijgen.","DCIS (Ductaal Carcinoma In Situ)","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314600-163","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Combinatie van chemotherapie en immunotherapie","https://indiveo.nl/divis/combinatie-van-chemotherapie-en-immunotherapie/","Een combinatie van chemotherapie en immunotherapie is een zware behandeling. 

Deze combinatie van behandelingen zorgt ervoor dat de kankercellen op verschillende manieren worden aangepakt.



In de Divi wordt uitgelegd wat deze behandeling doet en wat de complicaties kunnen zijn. Ook krijgt de patiënt informatie over leefregels.","Combinatie van chemotherapie en immunotherapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314601-164","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Chronische Lymfatische Leukemie","https://indiveo.nl/divis/chronische-lymfatische-leukemie/","Chronische lymfatische leukemie (CLL) is bloedkanker in de witte bloedcellen. CLL is een chronische ziekte. Het ontwikkelt zich meestal langzaam en hoeft niet altijd direct behandeld te worden. Als een behandeling wel nodig is, kan CLL vaak goed onder controle worden gehouden met de bestaande behandelopties.



Hier krijgt de patiënt meer informatie over wat CLL is, welke klachten de patiënt kan krijgen en wat de behandelmogelijkheden zijn.","Chronische Lymfatische Leukemie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Oncologie"
"1765314604-165","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Chemotherapie","https://indiveo.nl/divis/chemotherapie/","In deze Divi wordt alles rondom chemotherapie uitgelegd. Met verschillende beelden wordt uitgelegd wat de functie van chemotherapie is en wat er in het lichaam gebeurt als de patiënt chemotherapie krijgt. Daarnaast wordt er uitgelegd hoe het toedienen van chemotherapie verloopt. 



Daarnaast wordt er in de Divi aandacht besteed aan de verschillende vormen van chemotherapie. De patiënt leest ook hoe hij of zij zich moet voorbereiden en wat de bijwerkingen van chemotherapie zijn. Tot slot wordt er ook aandacht besteed aan het leven met kanker.","Chemotherapie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Longziekten, Oncologie"
"1765314606-166","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Borstsparende operatie","https://indiveo.nl/divis/borstsparende-operatie/","Bij veel vrouwen met borstkanker kan de tumor in de borst worden weggehaald met een borstsparende operatie. Hierdoor kan een vrouw haar borst behouden. In deze Divi wordt uitgelegd hoe de borstsparende operatie verloopt. Daarnaast leest u over de voorbereiding en nazorg na de operatie. Ook leest u over de risico's en complicaties. Tot slot wordt er verdiepende informatie gegeven over het weefselonderzoek dat plaatsvindt na de operatie.","Borstsparende operatie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314608-167","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Borstkanker","https://indiveo.nl/divis/borstkanker/","Borstkanker is een kwaadaardige tumor die in de borst ontstaat. De medische term ie mammacarcinoom. In deze Divi wordt uitgelegd wat borstkanker is, waar het voorkomt en hoe precies borstkanker onderzocht kan worden. Vervolgens worden de verschillende behandelmogelijkheden besproken. In deze Divi leert u aan de hand van een animatie meer over verschillende soorten en stadia van borstkanker. Ook leest u meer over het leven met kanker.","Borstkanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314610-168","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Bloedtransfusie","https://indiveo.nl/divis/bloedtransfusie/","Een bloedtransfusie is een manier om bloed te geven aan het lichaam. Het bloed van een donor komt via een infuus in de aderen. Een bloedtransfusie betekent letterlijk: het overbrengen van bloed van iemand anders in de ader van een patiënt.



In de Divi 'bloedtransfusie' krijgen patiënten uitleg over wat een bloedtransfusie is. Daarnaast geeft de Divi informatie over de bijwerkingen en veiligheid van de bloedtransfusie.","Bloedtransfusie","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Cardiologie, Interne geneeskunde, Oncologie"
"1765314612-169","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Behandelwegen bij borstkanker","https://indiveo.nl/divis/behandelwegen-bij-borstkanker/","Als blijkt dat een patiënt borstkanker heeft wordt er onderzoek gedaan naar de plek, de grootte van de tumor en of er uitzaaiingen zijn in de lymfeklieren in de oksel. Als er meer duidelijkheid is over de tumor en of er uitzaaiingen zijn, wordt het stadium van de borstkanker bepaald. Vervolgens bespreekt de patiënt met uw zorgverlener de verschillende behandelmogelijkheden. 



In deze Divi wordt uitgelegd welke opties er zijn om borstkanker te behandelen. Stap voor stap worden de verschillende behandelingen uitgebreid besproken. Na het kijken van deze Divi is het voor de patiënt duidelijk welke mogelijkheden er tot het behandelplan kunnen horen. Tot slot wordt er uitgelegd welke verschillende stadia van borstkanker er zijn en wat dat betekent.","Behandelwegen bij borstkanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Borstkanker, Oncologie"
"1765314614-170","https://indiveo.nl/specialismen-zorg","Oncologie","https://indiveo.nl/themas/oncologie/","Behandelmogelijkheden bij endeldarmkanker","https://indiveo.nl/divis/behandelmogelijkheden-bij-endeldarmkanker/","In de endeldarm kan een tumor ontstaan. Dit noemen we endeldarmkanker of rectumcarcinoom. Deze ziekte kan op verschillende manieren worden behandeld. 



In de Divi wordt uitgelegd wat endeldarmkanker is en hoe dit behandeld kan worden.","Behandelmogelijkheden bij endeldarmkanker","Deze Divi bevat:
Animatie met voice-over en ondertiteling
B1 instructiekaarten
Begrijpelijke beelden","Chirurgie, Oncologie"
